;Верх-Карагуж(Республика Алтай);38844
;Веселая Сейка(Республика Алтай);38840
;Горбуново(Республика Алтай);38848
;Горно-Алтайск(Республика Алтай);38822
;Дмитриевка(Республика Алтай);38843
;Дьектиек(Республика Алтай);38849
;Ело(Республика Алтай);38845
;Иогач(Республика Алтай);38843
;Кайтанак(Республика Алтай);38848
;Камлак(Республика Алтай);38849
;Карагай(Республика Алтай);38848
;Каракокша(Республика Алтай);38840
;Карасук(Республика Алтай);38844
;Каргон(Республика Алтай);38847
;Катанда(Республика Алтай);38848
;Каяшкан(Республика Алтай);38843
;Кебезень(Республика Алтай);38843
;Киска(Республика Алтай);38840
;Козуль(Республика Алтай);38847
;Кокоря(Республика Алтай);38842
;Кош-Агач(Республика Алтай);38842
;Кулада(Республика Алтай);38845
;Купчегень(Республика Алтай);38845
;Курай(Республика Алтай);38842
;Курмач-Байгол(Республика Алтай);38843
;Курунда(Республика Алтай);38848
;Куюс(Республика Алтай);38841
;Кызыл-Озек(Республика Алтай);38844
;Кырлык(Республика Алтай);38847
;Майма(Республика Алтай);38844
;Майский(Республика Алтай);38843
;Малая-Черга(Республика Алтай);38849
;Манжерок(Республика Алтай);38844
;Мендур-Саккон(Республика Алтай);38847
;Мульта(Республика Алтай);38848
;Мухор-Тархата(Республика Алтай);38842
;Мыюта(Республика Алтай);38849
;Огневка(Республика Алтай);38848
;Озеро-Куреево(Республика Алтай);38843
;Онгудай(Республика Алтай);38845
;Ороктой(Республика Алтай);38841
;Ортолык(Республика Алтай);38842
;Паспаул(Республика Алтай);38840
;Саратан(Республика Алтай);38846
;Соузга(Республика Алтай);38844
;Сугаш(Республика Алтай);38848
;Суранаш(Республика Алтай);38843
;Талда(Республика Алтай);38848
;Талон(Республика Алтай);38843
;Ташанта(Республика Алтай);38842
;Тебелер(Республика Алтай);38842
;Теньга(Республика Алтай);38845
;Тондошка(Республика Алтай);38843
;Туньжа(Республика Алтай);38840
;Турочак РУПС(Республика Алтай);38843
;Туэкта(Республика Алтай);38845
;Тюдрала(Республика Алтай);38847
;Тюнгур(Республика Алтай);38848
;Удаловка(Республика Алтай);38843
;Узнезя(Республика Алтай);38841
;Уймень(Республика Алтай);38840
;Улаган(Республика Алтай);38846
;Улус-Черга(Республика Алтай);38849
;Урлу-Аспак(Республика Алтай);38844
;Ускуч(Республика Алтай);38840
;Усть-Кан(Республика Алтай);38847
;Усть-Кокса(Республика Алтай);38848
;Усть-Кумир(Республика Алтай);38847
;Усть-Муны(Республика Алтай);38844
;Усть-Мута(Республика Алтай);38847
;Усть-Пыжа(Республика Алтай);38843
;Усть-Сема(Республика Алтай);38841
;Хабаровка(Республика Алтай);38845
;Чаган-Узун(Республика Алтай);38842
;Чемал(Республика Алтай);38841
;Чендек(Республика Алтай);38848
;Чепош(Республика Алтай);38841
;Черга(Республика Алтай);38849
;Черный Ануй(Республика Алтай);38847
;Чибиля(Республика Алтай);38846
;Чибит(Республика Алтай);38846
;Чоя(Республика Алтай);38840
;Чуйка(Республика Алтай);38843
;Шашикман(Республика Алтай);38845
;Шебалино(Республика Алтай);38849
;Ынырга(Республика Алтай);38840
;Эдиган(Республика Алтай);38841
;Элекмонар(Республика Алтай);38841
;Ябоган(Республика Алтай);38847
;Яконур(Республика Алтай);38847
===============
;Благовещенск(Амурская обл.);4162
;Белогорск(Амурская обл.);41641
;Завитинск(Амурская обл.);41636
;Ивановка(Амурская обл.);41631
;Константиновка(Амурская обл.);41639
;Магдагачи(Амурская обл.);41653
;Новокиевский(Амурская обл.);Увал(Амурская обл.);41644
;Райчихинск(Амурская обл.);41633
;Райчихинск(Амурская обл.);416332
;Свободный(Амурская обл.);41643
;Серышево(Амурская обл.);41642
;Сковородино(Амурская обл.);41654
;Тында(Амурская обл.);41656
;Шимановск(Амурская обл.);41651
;Автономовка(Амурская обл.);41642
;Албазинка(Амурская обл.);41636
;Албазино(Амурская обл.);41654
;Алгач(Амурская обл.);41658
;Алексеевка(Амурская обл.);41634
;Амаранка(Амурская обл.);41645
;Амурское(Амурская обл.);41641
;Анновка(Амурская обл.);41649
;Аносовский(Амурская обл.);41656
;Антоновка(Амурская обл.);41648
;Апрельский(Амурская обл.);41653
;Арга(Амурская обл.);41642
;Аркадьевка(Амурская обл.);41648
;Арсентьевка(Амурская обл.);41637
;Архара(Амурская обл.);41648
;БАМ(Амурская обл.);41654
;Безозерное(Амурская обл.);41634
;Беленький(Амурская обл.);41656
;Белогорск(Амурская обл.);41641
;Белогорье(Амурская обл.);4162
;Белоногово(Амурская обл.);41642
;Белоярово(Амурская обл.);41644
;Белый Яр(Амурская обл.);41636
;Береговой(Амурская обл.);41658
;Березовка(Амурская обл.);41658
;Березовка(Амурская обл.);41649
;Благовещенск(Амурская обл.);4162
;Богородское(Амурская обл.);41649
;Богословка(Амурская обл.);41644
;Болдыревка(Амурская обл.);41636
;Большая Сазанка(Амурская обл.);41642
;Бомнак(Амурская обл.);41658
;Бузули(Амурская обл.);41643
;Бурея(Амурская обл.);41634
;Буссе(Амурская обл.);41643
;Варваровка(Амурская обл.);41652
;Васильевка(Амурская обл.);41641
;Великокнязевка(Амурская обл.);41641
;Верное(Амурская обл.);41642
;Верхнебелое(Амурская обл.);41645
;Верхнезейск(Амурская обл.);41658
;Верхнеильиновка(Амурская обл.);41636
;Верхний Уртуй(Амурская обл.);41639
;Верхняя Полтавка(Амурская обл.);41639
;Винниково(Амурская обл.);41637
;Виноградовка(Амурская обл.);41634
;Водораздельное(Амурская обл.);41642
;Возжаевка(Амурская обл.);41641
;Волково(Амурская обл.);4162
;Воскресеновка(Амурская обл.);41637
;Восточный(Амурская обл.);41652
;Гильчин(Амурская обл.);41638
;Глухари(Амурская обл.);41643
;Голубая(Амурская обл.);41643
;Гонжа(Амурская обл.);41653
;Горный(Амурская обл.);41658
;Грибовка(Амурская обл.);41648
;Грибское(Амурская обл.);4162
;Григорьевка(Амурская обл.);41645
;Грязнушка(Амурская обл.);4162
;Гудачи(Амурская обл.);41653
;Гулик(Амурская обл.);41658
;Гуран(Амурская обл.);41643
;Дактуй(Амурская обл.);41653
;Дальневосточное(Амурская обл.);41645
;Джалинда(Амурская обл.);41654
;Дипкун(Амурская обл.);41656
;Дмитриевка(Амурская обл.);41649
;Долдыкан(Амурская обл.);41634
;Дубовое(Амурская обл.);41637
;Дугда(Амурская обл.);41658
;Екатеринославка(Амурская обл.);41652
;Ерковцы(Амурская обл.);41649
;Ерофей Павлович(Амурская обл.);41654
;Жариково(Амурская обл.);41638
;Желтоярово(Амурская обл.);41643
;Завитинск(Амурская обл.);41636
;Загорная Селитьба(Амурская обл.);41643
;Заречная Слобода(Амурская обл.);41658
;Заречное(Амурская обл.);41641
;Зеленый Бор(Амурская обл.);41637
;Зеньковка(Амурская обл.);41639
;Зея(Амурская обл.);41658
;Златоустовск(Амурская обл.);41646
;Знаменка(Амурская обл.);41645
;Золотая Гора(Амурская обл.);41658
;Золотоножка(Амурская обл.);41639
;Ивановка(Амурская обл.);41649
;Ивановский(Амурская обл.);41644
;Игнашино(Амурская обл.);41654
;Ильиновка(Амурская обл.);41652
;Иннокентьевка(Амурская обл.);41648
;Иса(Амурская обл.);41646
;Казанка(Амурская обл.);41642
;Калинино(Амурская обл.);41637
;Каникурган(Амурская обл.);4162
;Касаткино(Амурская обл.);41648
;Каховка(Амурская обл.);41645
;Климоуцы(Амурская обл.);41643
;Ключи(Амурская обл.);41639
;Коболдо(Амурская обл.);41646
;Коврижка(Амурская обл.);41639
;Козьмодемьяновка(Амурская обл.);41638
;Константиновка(Амурская обл.);41639
;Константиноградовка(Амурская обл.);41649
;Коршуновка(Амурская обл.);41637
;Костюковка(Амурская обл.);41643
;Красноярово(Амурская обл.);41644
;Крестовоздвиженка(Амурская обл.);41639
;Кувыкта(Амурская обл.);41656
;Кузнецово(Амурская обл.);41653
;Кундур(Амурская обл.);41648
;Куприяновка(Амурская обл.);41636
;Куприяново(Амурская обл.);41637
;Куропатино(Амурская обл.);41638
;Кустанаевка(Амурская обл.);41641
;Ларба(Амурская обл.);41656
;Лебяжье(Амурская обл.);41642
;Ленинское(Амурская обл.);41648
;Лермонтовка(Амурская обл.);41638
;Лермонтово(Амурская обл.);41642
;Лесной(Амурская обл.);41654
;Лиманное(Амурская обл.);41642
;Лозовое(Амурская обл.);41638
;Лопча(Амурская обл.);41656
;Лохвицы(Амурская обл.);41641
;Магдагачи(Амурская обл.);41653
;Мадалан(Амурская обл.);41654
;Мазаново(Амурская обл.);41644
;Малиновка(Амурская обл.);41634
;Маргаритовка(Амурская обл.);41644
;Маревый(Амурская обл.);41656
;Марково(Амурская обл.);4162
;Маркучи(Амурская обл.);41643
;Михайловка(Амурская обл.);41637
;Могот(Амурская обл.);41656
;Молчаново(Амурская обл.);41644
;Москвитино(Амурская обл.);41643
;Муравьевка(Амурская обл.);41638
;Муртыгит(Амурская обл.);41656
;Мухино(Амурская обл.);41651
;Мухинский(Амурская обл.);41652
;Натальино(Амурская обл.);4162
;Невер(Амурская обл.);41654
;Некрасовка(Амурская обл.);41641
;Нижние Бузули(Амурская обл.);41643
;Нижняя Ильиновка(Амурская обл.);41637
;Нижняя Полтавка(Амурская обл.);41639
;Низинное(Амурская обл.);41641
;Николаевка(Амурская обл.);41658
;Николо-Александровка(Амурская обл.);41652
;Никольское(Амурская обл.);41641
;Новгородка(Амурская обл.);41643
;Новоалександровка(Амурская обл.);41638
;Новоалексеевка(Амурская обл.);41649
;Новобурейский(Амурская обл.);41634
;Нововоскресеновка(Амурская обл.);41651
;Новогеоргиевка(Амурская обл.);41651
;Новое(Амурская обл.);41641
;Новоивановка(Амурская обл.);41643
;Новокиевский Увал(Амурская обл.);41644
;Новомихайловка(Амурская обл.);41652
;Новопетровка(Амурская обл.);4162
;Новорайчихинск(Амурская обл.);41647
;Новороссийка(Амурская обл.);41644
;Новосергеевка(Амурская обл.);41642
;Новоспасск(Амурская обл.);41648
;Новостепановка(Амурская обл.);41643
;Новотроицкое(Амурская обл.);4162
;Новочесноково(Амурская обл.);41637
;Норск(Амурская обл.);41646
;Овсянка(Амурская обл.);41658
;Огоджа(Амурская обл.);41646
;Огорон(Амурская обл.);41658
;Озерное(Амурская обл.);41642
;Октябрьский(Амурская обл.);41658
;Олекма(Амурская обл.);41656
;Ольгинск(Амурская обл.);41646
;Ольдой(Амурская обл.);41654
;Орловка(Амурская обл.);41639
;Осежено(Амурская обл.);41654
;Отважное(Амурская обл.);41648
;Павловка(Амурская обл.);41641
;Паруновка(Амурская обл.);41642
;Первомайское(Амурская обл.);41656
;Песчаноозерка(Амурская обл.);41652
;Петровка(Амурская обл.);41644
;Петропавловка(Амурская обл.);41649
;Петруши(Амурская обл.);41651
;Пионер(Амурская обл.);41653
;Плодопитомник(Амурская обл.);4162
;Подгорный(Амурская обл.);41643
;Подоловка(Амурская обл.);41636
;Поздеевка(Амурская обл.);41645
;Поляковский(Амурская обл.);41658
;Поляна(Амурская обл.);41642
;Поляное(Амурская обл.);41641
;Поярково(Амурская обл.);41637
;Правовосточный(Амурская обл.);41649
;Практичи(Амурская обл.);41644
;Пригородное(Амурская обл.);41641
;Придорожное(Амурская обл.);41645
;Придорожное(Амурская обл.);41638
;Прогресс(Амурская обл.);41647
;Путятино(Амурская обл.);41644
;Раздольное(Амурская обл.);41644
;Райчихинск(Амурская обл.);41647
;Рогозовка(Амурская обл.);41645
;Родионовка(Амурская обл.);41634
;Романовка(Амурская обл.);41652
;Ромны(Амурская обл.);41645
;Садовое(Амурская обл.);41638
;Саскаль(Амурская обл.);41651
;Светиловка(Амурская обл.);41641
;Свободный(Амурская обл.);41643
;Святоруссовка(Амурская обл.);41645
;Северное(Амурская обл.);41648
;Семеновка(Амурская обл.);41643
;Семидомка(Амурская обл.);41639
;Семиозерка(Амурская обл.);41649
;Сергеевка(Амурская обл.);4162
;Серышево(Амурская обл.);41642
;Сиан(Амурская обл.);41658
;Сиваки(Амурская обл.);41653
;Симоново(Амурская обл.);41651
;Сковородино(Амурская обл.);41654
;Смелое(Амурская обл.);41652
;Снежногорский(Амурская обл.);41658
;Солнечное(Амурская обл.);41649
;Солнечный(Амурская обл.);41654
;Соловьевск(Амурская обл.);41656
;Сосновка(Амурская обл.);41642
;Сосновый Бор(Амурская обл.);41658
;Среднебелая(Амурская обл.);41649
;Среднебелое(Амурская обл.);41649
;Среднебелое Второе(Амурская обл.);41649
;Среднерейновский(Амурская обл.);41654
;Средняя Полтавка(Амурская обл.);41639
;Старая Райчиха(Амурская обл.);41634
;Сукромли(Амурская обл.);41643
;Сычевка(Амурская обл.);41643
;Тавричанка(Амурская обл.);41642
;Таежный(Амурская обл.);41654
;Талакан(Амурская обл.);41634
;Талали(Амурская обл.);41643
;Талдан(Амурская обл.);41654
;Тамбовка(Амурская обл.);41638
;Тахтамыгда(Амурская обл.);41654
;Токур(Амурская обл.);41646
;Толбузино(Амурская обл.);41653
;Толстовка(Амурская обл.);41638
;Томичи(Амурская обл.);41641
;Томское(Амурская обл.);41642
;Троицкое(Амурская обл.);41649
;Тунгала(Амурская обл.);41658
;Тутаул(Амурская обл.);41656
;Тыгда(Амурская обл.);41653
;Тында(Амурская обл.);41656
;Угловое(Амурская обл.);41644
;Украинка(Амурская обл.);41642
;Умлекан(Амурская обл.);41658
;Ураловка(Амурская обл.);41651
;Уркан(Амурская обл.);41656
;Уруша(Амурская обл.);41654
;Успеновка(Амурская обл.);41641
;Усть-Ивановка(Амурская обл.);4162
;Усть-Кивда(Амурская обл.);41634
;Усть-Нюкжа(Амурская обл.);41656
;Усть-Пера(Амурская обл.);41643
;Усть-Уркима(Амурская обл.);41656
;Ушаково(Амурская обл.);41651
;Ушумун(Амурская обл.);41653
;Февральск(Амурская обл.);41646
;Февральское(Амурская обл.);41646
;Фроловка(Амурская обл.);41642
;Хвойный(Амурская обл.);41658
;Хорогочи(Амурская обл.);41656
;Чалбочи(Амурская обл.);41658
;Чалганы(Амурская обл.);41653
;Червонная Армия(Амурская обл.);41636
;Чергали(Амурская обл.);41645
;Черемхово(Амурская обл.);41649
;Черниговка(Амурская обл.);41643
;Черновка(Амурская обл.);41643
;Черняево(Амурская обл.);41653
;Чесноково(Амурская обл.);41637
;Чигири(Амурская обл.);4162
;Чильчи(Амурская обл.);41656
;Шимановск(Амурская обл.);41651
;Широкий(Амурская обл.);41647
;Широкий Лог(Амурская обл.);41642
;Экимчан(Амурская обл.);41646
;Юбилейный(Амурская обл.);41658
;Юктали(Амурская обл.);41656
;Юхта(Амурская обл.);41643
;Ядрино(Амурская обл.);41648
===============
;Архангельск(Архангельская обл.);8182
;Березник(Архангельская обл.);81831
;Вельск(Архангельская обл.);81836
;Верхняя(Архангельская обл.);Тойма(Архангельская обл.);81854
;Ильинско-Подомское(Архангельская обл.);81843
;Каргополь(Архангельская обл.);81841
;Карпогоры(Архангельская обл.);81856
;Коноша(Архангельская обл.);81858
;Коряжма(Архангельская обл.);81850
;Котлас(Архангельская обл.);81837
;Красноборск(Архангельская обл.);81840
;Лешуконское(Архангельская обл.);81833
;Мезень(Архангельская обл.);81848
;Мирный(Архангельская обл.);81834
;Нарьян-Мар(Архангельская обл.);81853
;Новодвинск(Архангельская обл.);81852
;Няндома(Архангельская обл.);81838
;Октябрьский(Архангельская обл.);81855
;Онега(Архангельская обл.);81839
;Плесецк(Архангельская обл.);81832
;Северодвинск(Архангельская обл.);81842
;Соловки(Архангельская обл.);81835
;Холмогоры(Архангельская обл.);81830
;Шенкурск(Архангельская обл.);81851
;Яренск(Архангельская обл.);81859
;Абакумово(Архангельская обл.);81841
;Абрамково(Архангельская обл.);81854
;Абрамовская(Архангельская обл.);81839
;Авнюгский(Архангельская обл.);81854
;Азополье(Архангельская обл.);81848
;Аксеновская(Архангельская обл.);81851
;Алешковская(Архангельская обл.);81851
;Алферовская(Архангельская обл.);81855
;Анашкино(Архангельская обл.);81830
;Андреевская(Архангельская обл.);81838
;Андриановская(Архангельская обл.);81830
;Анцифировский Бор(Архангельская обл.);81839
;Аргуновский(Архангельская обл.);81836
;Артемьевская(Архангельская обл.);81851
;Артюшинская(Архангельская обл.);81831
;Архангельск(Архангельская обл.);8182
;Белогорский(Архангельская обл.);81830
;Белое Озеро(Архангельская обл.);8184
;Беломорье(Архангельская обл.);81852
;Белощелье(Архангельская обл.);81833
;Березник(Архангельская обл.);81833
;Березник(Архангельская обл.);81831
;Березовка(Архангельская обл.);81840
;Березонаволок(Архангельская обл.);81840
;Бестужево(Архангельская обл.);81855
;Благовещенское(Архангельская обл.);81836
;Боброво(Архангельская обл.);8182
;Богдановский(Архангельская обл.);81855
;Большая(Архангельская обл.);81840
;Большая Нисогора(Архангельская обл.);81833
;Большая Слудка(Архангельская обл.);81840
;Большая Товра(Архангельская обл.);81830
;Большая Щелья(Архангельская обл.);81833
;Большой Бор(Архангельская обл.);81839
;Большой Двор(Архангельская обл.);81838
;Борки(Архангельская обл.);81837
;Боровое(Архангельская обл.);81836
;Бронево(Архангельская обл.);81841
;Булатово(Архангельская обл.);81832
;Бурачиха(Архангельская обл.);81838
;Бурцевская(Архангельская обл.);81854
;Быково(Архангельская обл.);81843
;Бычье(Архангельская обл.);81848
;Важский(Архангельская обл.);81831
;Ваймуша(Архангельская обл.);81856
;Вайново(Архангельская обл.);8182
;Вальтево(Архангельская обл.);81856
;Вандыш(Архангельская обл.);81858
;Васьково(Архангельская обл.);8182
;Ватамановская(Архангельская обл.);81841
;Веегора(Архангельская обл.);81856
;Вежа(Архангельская обл.);81855
;Великое(Архангельская обл.);81836
;Вельск(Архангельская обл.);81836
;Вельцы(Архангельская обл.);81858
;Веркола(Архангельская обл.);81856
;Верхнее Шилово(Архангельская обл.);81840
;Верхнеозерский(Архангельская обл.);81839
;Верхняя Золотица(Архангельская обл.);8182
;Верхняя Кица(Архангельская обл.);81831
;Верхняя Тойма(Архангельская обл.);81854
;Верхняя Уфтюга(Архангельская обл.);81840
;Верховский(Архангельская обл.);81832
;Верхопуйский(Архангельская обл.);81836
;Вершина(Архангельская обл.);81840
;Вершинино(Архангельская обл.);81832
;Вилегодск(Архангельская обл.);81843
;Витюнино(Архангельская обл.);81859
;Вожгора(Архангельская обл.);81833
;Вознесенская(Архангельская обл.);81832
;Вознесенское(Архангельская обл.);81854
;Вознесенье(Архангельская обл.);8182
;Волость(Архангельская обл.);8184
;Волочек(Архангельская обл.);81830
;Волошка(Архангельская обл.);81858
;Вонга(Архангельская обл.);81856
;Вонгуда(Архангельская обл.);81839
;Вонжуга(Архангельская обл.);81855
;Воробьевская(Архангельская обл.);81841
;Воронцы(Архангельская обл.);81831
;Вотложма(Архангельская обл.);81837
;Выставка(Архангельская обл.);81837
;Вычегодский(Архангельская обл.);81837
;Гавриловская(Архангельская обл.);81841
;Георгиевская(Архангельская обл.);81836
;Глазаниха(Архангельская обл.);81839
;Глубокий(Архангельская обл.);81855
;Горка(Архангельская обл.);81830
;Горка-Муравьевская(Архангельская обл.);81836
;Городецк(Архангельская обл.);81856
;Городище(Архангельская обл.);81837
;Горский(Архангельская обл.);81855
;Григорово(Архангельская обл.);81837
;Григоровская(Архангельская обл.);81830
;Григорьево(Архангельская обл.);81841
;Грунцовская(Архангельская обл.);81855
;Гыжег(Архангельская обл.);81859
;Данилово(Архангельская обл.);81830
;Двинской(Архангельская обл.);81854
;Долгощелье(Архангельская обл.);81848
;Долматово(Архангельская обл.);81836
;Дорогорское(Архангельская обл.);81848
;Дубровская(Архангельская обл.);81855
;Дывлевская(Архангельская обл.);81851
;Дябрино(Архангельская обл.);81840
;Евда Санаторий(Архангельская обл.);81840
;Евдокимовская(Архангельская обл.);81854
;Еменьга(Архангельская обл.);81836
;Емецк(Архангельская обл.);81830
;Емца(Архангельская обл.);81832
;Ерга(Архангельская обл.);81837
;Еркино(Архангельская обл.);81856
;Ерцево(Архангельская обл.);81858
;Ефремковская(Архангельская обл.);81836
;Жердь(Архангельская обл.);81848
;Заакакурье(Архангельская обл.);81848
;Задовая(Архангельская обл.);81837
;Запань Яреньга(Архангельская обл.);81859
;Заречный(Архангельская обл.);81858
